node_id,zone_id,x_coord,y_coord,original_node_id,activity_type,is_boundary
1634500,,-122.30905,47.65697,16345,,0
1634600,,-122.30448,47.66306,16346,,0
1634700,,-122.30083,47.66493,16347,,0
1634800,,-122.30466,47.6618,16348,,0
1634900,,-122.32407,47.65894,16349,,0
1635000,,-122.32788,47.65369,16350,,0
1635100,,-122.3303,47.65194,16351,,0
1635200,,-122.30171,47.66441,16352,,0
1635300,,-122.31789,47.64781,16353,,0
1635400,,-122.31818,47.64814,16354,,0
1635500,,-122.31829,47.64825,16355,,0
1635800,,-122.31848,47.64846,16358,,0
1635900,,-122.29554,47.6637,16359,,0
1636000,,-122.29496,47.66322,16360,,0
1636100,,-122.30556,47.66498,16361,,0
1636200,,-122.31955,47.664,16362,,0
1636300,,-122.31727,47.6569,16363,,0
1636400,,-122.32456,47.65544,16364,,0
1636500,,-122.31897,47.664,16365,,0
1636600,,-122.29763,47.66305,16366,,0
1636700,,-122.29978,47.66637,16367,,0
1636900,,-122.3147,47.66467,16369,,0
1637000,,-122.32302,47.65894,16370,,0
1637100,,-122.29693,47.66337,16371,,0
1637200,,-122.30251,47.66538,16372,,0
1637300,,-122.3065,47.66645,16373,,0
1637400,,-122.297,47.66393,16374,,0
1637500,,-122.31345,47.65404,16375,,0
1637600,,-122.31433,47.65486,16376,,0
1637700,,-122.29792,47.65841,16377,,0
1637900,,-122.3128,47.65424,16379,,0
1638000,,-122.33343,47.64691,16380,,0
1638100,,-122.3257,47.65442,16381,,0
1638200,,-122.32338,47.66145,16382,,0
1638300,,-122.31743,47.66493,16383,,0
1638400,,-122.31435,47.65939,16384,,0
1638500,,-122.32279,47.6519,16385,,0
1638600,,-122.29343,47.66135,16386,,0
1638700,,-122.31387,47.65465,16387,,0
1638800,,-122.31797,47.66486,16388,,0
1638900,,-122.31853,47.66194,16389,,0
1639000,,-122.31853,47.66179,16390,,0
1639100,,-122.31853,47.66165,16391,,0
1639200,,-122.31853,47.66149,16392,,0
1639300,,-122.31947,47.66149,16393,,0
1639400,,-122.31947,47.66174,16394,,0
1639500,,-122.31683,47.65654,16395,,0
1639600,,-122.3159,47.65479,16396,,0
1639700,,-122.31611,47.65484,16397,,0
1639800,,-122.31633,47.65489,16398,,0
1639900,,-122.31321,47.66459,16399,,0
1640000,,-122.3083,47.66488,16400,,0
1640100,,-122.29686,47.66285,16401,,0
1640200,,-122.32683,47.65356,16402,,0
1640300,,-122.33194,47.64906,16403,,0
1640400,,-122.30078,47.66589,16404,,0
1640500,,-122.307,47.64847,16405,,0
1640600,,-122.2919,47.66176,16406,,0
1640700,,-122.29157,47.66118,16407,,0
1640800,,-122.29324,47.66171,16408,,0
1640900,,-122.3009,47.66319,16409,,0
1641000,,-122.30348,47.65453,16410,,0
1641100,,-122.31067,47.65738,16411,,0
1641200,,-122.30625,47.65896,16412,,0
1641300,,-122.32316,47.64868,16413,,0
1641500,,-122.33811,47.64685,16415,,0
1641600,,-122.30255,47.65759,16416,,0
1641700,,-122.31794,47.6563,16417,,0
1641800,,-122.31739,47.65544,16418,,0
1641900,,-122.3182,47.65543,16419,,0
1642000,,-122.31742,47.666,16420,,0
1642100,,-122.31776,47.66019,16421,,0
1642200,,-122.31776,47.66002,16422,,0
1642300,,-122.31778,47.65921,16423,,0
1642400,,-122.31401,47.6653,16424,,0
1642500,,-122.30941,47.66451,16425,,0
1642600,,-122.29788,47.66147,16426,,0
1642700,,-122.29442,47.65956,16427,,0
1643000,,-122.30399,47.66309,16430,,0
1643200,,-122.30835,47.6631,16432,,0
1643300,,-122.31778,47.6613,16433,,0
1643400,,-122.3334,47.6482,16434,,0
1643500,,-122.3167,47.6576,16435,,0
1643700,,-122.30551,47.65433,16437,,0
1643800,,-122.31333,47.66601,16438,,0
1643900,,-122.31777,47.65946,16439,,0
1644000,,-122.31599,47.66178,16440,,0
1644100,,-122.3132,47.66471,16441,,0
1644200,,-122.3147,47.6645,16442,,0
1644500,,-122.31434,47.6645,16445,,0
1644800,,-122.31432,47.66467,16448,,0
1645100,,-122.31503,47.66136,16451,,0
1645200,,-122.31534,47.66171,16452,,0
1645500,,-122.31437,47.6618,16455,,0
1645800,,-122.31436,47.66226,16458,,0
1645900,,-122.32139,47.65599,16459,,0
1646000,,-122.32181,47.65642,16460,,0
1646100,,-122.31377,47.65953,16461,,0
1646200,,-122.31332,47.65912,16462,,0
1646500,,-122.31425,47.65893,16465,,0
1646800,,-122.31424,47.65922,16468,,0
1647100,,-122.31424,47.65938,16471,,0
1647200,,-122.31494,47.6586,16472,,0
1647500,,-122.3167,47.66147,16475,,0
1647800,,-122.31669,47.66163,16478,,0
1648100,,-122.30943,47.66431,16481,,0
1648400,,-122.31638,47.65977,16484,,0
210700,,-122.30461,47.64769,2107,primary,0
900,,-122.32197,47.65842,9,motorway,0
1100,,-122.32115,47.66033,11,motorway,0
1001,,-122.32167,47.65986,10,motorway,0
155000,,-122.32264,47.65701,1550,motorway,0
600,,-122.32288,47.64685,6,motorway,1
2300,,-122.32125,47.65738,23,motorway,0
530700,,-122.3211,47.65743,5307,motorway,0
530701,,-122.32108,47.65751,5307,motorway,0
2301,,-122.32138,47.65743,23,motorway,0
530702,,-122.32094,47.65745,5307,motorway,0
1700,,-122.32083,47.65747,17,tertiary,0
1701,,-122.32086,47.65754,17,tertiary,0
530703,,-122.32096,47.65753,5307,motorway,0
500,,-122.32242,47.64684,5,motorway,1
167801,,-122.3224,47.64778,1678,motorway,0
701,,-122.32233,47.65629,7,motorway,0
2400,,-122.32239,47.65576,24,motorway,0
122100,,-122.32174,47.65696,1221,motorway,0
122101,,-122.32182,47.65699,1221,motorway,0
2401,,-122.32248,47.65577,24,motorway,0
11400,,-122.32258,47.6467,114,motorway,1
11500,,-122.32241,47.65386,115,motorway,0
11501,,-122.32255,47.65386,115,motorway,0
11401,,-122.32272,47.64671,114,motorway,1
2600,,-122.32274,47.6624,26,motorway,0
956900,,-122.32256,47.66749,9569,motorway,1
2701,,-122.32249,47.66299,27,motorway,0
957000,,-122.3226,47.66749,9570,motorway,1
2800,,-122.32077,47.66179,28,secondary,0
883400,,-122.30973,47.66118,8834,secondary,0
204600,,-122.30973,47.66116,2046,tertiary,0
271000,,-122.30974,47.66051,2710,tertiary,0
6400,,-122.30965,47.65973,64,tertiary,0
254500,,-122.30948,47.65972,2545,tertiary,0
254501,,-122.30948,47.65979,2545,tertiary,0
6401,,-122.30965,47.65979,64,tertiary,0
254502,,-122.30936,47.65972,2545,tertiary,0
242400,,-122.30911,47.65973,2424,tertiary,0
242401,,-122.30911,47.65979,2424,tertiary,0
254503,,-122.30936,47.65979,2545,tertiary,0
242402,,-122.30899,47.65973,2424,tertiary,0
837500,,-122.30896,47.65973,8375,tertiary,0
837501,,-122.30897,47.65979,8375,tertiary,0
242403,,-122.309,47.65979,2424,tertiary,0
837502,,-122.30894,47.65973,8375,tertiary,0
729700,,-122.30889,47.65973,7297,tertiary,0
729701,,-122.3089,47.65979,7297,tertiary,0
837503,,-122.30895,47.65979,8375,tertiary,0
729702,,-122.30887,47.65973,7297,tertiary,0
242500,,-122.30884,47.65973,2425,tertiary,0
242501,,-122.30884,47.65979,2425,tertiary,0
729703,,-122.30887,47.65979,7297,tertiary,0
5100,,-122.30834,47.65655,51,service,0
249300,,-122.30837,47.65658,2493,service,0
249301,,-122.30844,47.65654,2493,service,0
5101,,-122.30841,47.65651,51,service,0
249302,,-122.30846,47.65664,2493,service,0
899100,,-122.30874,47.65683,8991,service,0
899101,,-122.3088,47.65679,8991,service,0
249303,,-122.30852,47.6566,2493,service,0
899102,,-122.30889,47.65693,8991,service,0
899103,,-122.30896,47.65689,8991,service,0
280000,,-122.30937,47.65721,2800,service,0
280001,,-122.30941,47.65715,2800,service,0
280002,,-122.30947,47.65725,2800,service,0
280100,,-122.30953,47.65727,2801,service,0
280101,,-122.30958,47.65722,2801,service,0
280003,,-122.30952,47.65719,2800,service,0
22600,,-122.30277,47.65814,226,tertiary,0
304600,,-122.30285,47.65803,3046,tertiary,0
304601,,-122.30273,47.65805,3046,tertiary,0
22601,,-122.30273,47.65805,226,tertiary,0
304602,,-122.30292,47.65796,3046,tertiary,0
9700,,-122.30349,47.65769,97,tertiary,0
9701,,-122.30344,47.65763,97,tertiary,0
304603,,-122.30284,47.65793,3046,tertiary,0
9702,,-122.30368,47.65762,97,tertiary,0
557800,,-122.30444,47.6574,5578,tertiary,0
557801,,-122.30444,47.65734,5578,tertiary,0
9703,,-122.30363,47.65756,97,tertiary,0
557802,,-122.30456,47.65739,5578,tertiary,0
6800,,-122.30459,47.65739,68,tertiary,0
6801,,-122.30459,47.65733,68,tertiary,0
557803,,-122.30456,47.65733,5578,tertiary,0
265500,,-122.32261,47.65488,2655,secondary,0
263700,,-122.32261,47.6548,2637,secondary,0
263701,,-122.3225,47.65477,2637,secondary,0
265501,,-122.3225,47.65492,2655,secondary,0
12400,,-122.315,47.65353,124,secondary,0
510400,,-122.31483,47.65353,5104,secondary,0
510401,,-122.31475,47.65363,5104,secondary,0
12401,,-122.31508,47.65363,124,secondary,0
510402,,-122.31463,47.65353,5104,secondary,0
12500,,-122.31452,47.65353,125,secondary,0
12501,,-122.31452,47.65362,125,secondary,0
510403,,-122.31463,47.65362,5104,secondary,0
17300,,-122.31366,47.6516,173,tertiary,0
304100,,-122.31367,47.65169,3041,tertiary,0
304101,,-122.31376,47.65169,3041,tertiary,0
17301,,-122.31376,47.6516,173,tertiary,0
304102,,-122.31366,47.65177,3041,tertiary,0
174700,,-122.31358,47.65193,1747,tertiary,0
174701,,-122.31366,47.65196,1747,tertiary,0
304103,,-122.31375,47.65178,3041,tertiary,0
378900,,-122.31336,47.65543,3789,tertiary,0
81500,,-122.31336,47.65535,815,tertiary,0
81501,,-122.31327,47.65535,815,tertiary,0
378901,,-122.31326,47.65543,3789,tertiary,0
81502,,-122.31336,47.65533,815,tertiary,0
378700,,-122.31336,47.65529,3787,tertiary,0
378701,,-122.31327,47.65529,3787,tertiary,0
81503,,-122.31327,47.65533,815,tertiary,0
378702,,-122.31336,47.65521,3787,tertiary,0
206200,,-122.31338,47.65471,2062,tertiary,0
206201,,-122.31329,47.65471,2062,tertiary,0
378703,,-122.31327,47.6552,3787,tertiary,0
206202,,-122.31339,47.65457,2062,tertiary,0
812300,,-122.3134,47.65433,8123,tertiary,0
812301,,-122.31331,47.65433,8123,tertiary,0
206203,,-122.3133,47.65457,2062,tertiary,0
812302,,-122.3134,47.65425,8123,tertiary,0
811800,,-122.31341,47.65415,8118,tertiary,0
811801,,-122.31331,47.65415,8118,tertiary,0
812303,,-122.31331,47.65425,8123,tertiary,0
811802,,-122.31341,47.65414,8118,tertiary,0
184500,,-122.31341,47.65405,1845,tertiary,0
184501,,-122.31332,47.65405,1845,tertiary,0
811803,,-122.31332,47.65413,8118,tertiary,0
184502,,-122.31341,47.65397,1845,tertiary,0
12200,,-122.31342,47.65367,122,tertiary,0
12201,,-122.31333,47.65367,122,tertiary,0
184503,,-122.31332,47.65397,1845,tertiary,0
12202,,-122.31342,47.65353,122,tertiary,0
12300,,-122.31342,47.65351,123,secondary,0
12301,,-122.31333,47.65351,123,secondary,0
12203,,-122.31333,47.65353,122,tertiary,0
17200,,-122.31454,47.65184,172,tertiary,0
167600,,-122.31452,47.65189,1676,residential,0
167601,,-122.31461,47.6519,1676,residential,0
17201,,-122.31463,47.65186,172,tertiary,0
167602,,-122.3145,47.65197,1676,residential,0
185000,,-122.31448,47.6526,1850,residential,0
185001,,-122.31457,47.6526,1850,residential,0
167603,,-122.3146,47.65198,1676,residential,0
135600,,-122.32208,47.66525,1356,motorway,0
12900,,-122.32252,47.65745,129,motorway,0
12901,,-122.32238,47.65745,129,motorway,0
135601,,-122.32194,47.66524,1356,motorway,0
800,,-122.32215,47.65843,8,motorway,0
1500,,-122.32158,47.66363,15,motorway,0
436601,,-122.32133,47.66286,4366,motorway,0
340700,,-122.3046,47.64854,3407,primary,0
13400,,-122.30595,47.65035,134,service,1
520300,,-122.3064,47.65042,5203,service,0
520301,,-122.30649,47.65042,5203,service,0
13401,,-122.30593,47.65029,134,service,1
520302,,-122.3064,47.6505,5203,service,0
13500,,-122.3064,47.65054,135,secondary,0
13501,,-122.30649,47.65054,135,secondary,0
520303,,-122.30649,47.6505,5203,service,0
300,,-122.30388,47.65103,3,service,0
213100,,-122.30376,47.65102,2131,service,0
213101,,-122.30373,47.65109,2131,service,0
301,,-122.30386,47.65111,3,service,0
213102,,-122.30374,47.65101,2131,service,0
170200,,-122.30358,47.65097,1702,service,0
170201,,-122.30353,47.65104,1702,service,0
213103,,-122.3037,47.65109,2131,service,0
170202,,-122.30356,47.65096,1702,service,0
787800,,-122.30347,47.65093,7878,service,0
787801,,-122.30342,47.651,7878,service,0
170203,,-122.30351,47.65103,1702,service,0
787802,,-122.30345,47.65092,7878,service,0
13600,,-122.30341,47.65091,136,service,0
13601,,-122.30335,47.65098,136,service,0
787803,,-122.30339,47.65099,7878,service,0
13800,,-122.30448,47.65097,138,secondary,0
521100,,-122.30421,47.65091,5211,secondary,0
278900,,-122.3043,47.65115,2789,secondary,0
9500,,-122.30099,47.65929,95,primary,0
10100,,-122.30051,47.66055,101,secondary,0
496800,,-122.30061,47.66055,4968,secondary,0
496801,,-122.30061,47.66046,4968,secondary,0
10101,,-122.30051,47.66046,101,secondary,0
496802,,-122.30079,47.66055,4968,secondary,0
10000,,-122.3009,47.66054,100,secondary,0
10001,,-122.3009,47.66045,100,secondary,0
496803,,-122.30078,47.66045,4968,secondary,0
497000,,-122.29996,47.66055,4970,secondary,0
236000,,-122.30019,47.66052,2360,secondary,0
236001,,-122.30031,47.66051,2360,secondary,0
10102,,-122.30034,47.6605,101,secondary,0
240900,,-122.29917,47.66093,2409,secondary,0
8800,,-122.30233,47.66121,88,secondary,0
8900,,-122.29954,47.66121,89,secondary,0
8901,,-122.29959,47.66128,89,secondary,0
8801,,-122.30227,47.66129,88,secondary,0
8902,,-122.29932,47.66123,89,secondary,0
9001,,-122.29923,47.66122,90,secondary,0
174800,,-122.29871,47.66118,1748,secondary,0
9100,,-122.29833,47.66114,91,secondary,0
14600,,-122.29736,47.66124,146,service,0
75600,,-122.29765,47.66128,756,secondary,0
75601,,-122.29786,47.66128,756,secondary,0
243900,,-122.29398,47.66121,2439,primary,0
243901,,-122.29438,47.66121,2439,primary,0
136300,,-122.29445,47.66121,1363,primary,0
136301,,-122.29485,47.66121,1363,primary,0
136000,,-122.29534,47.66121,1360,primary,0
16000,,-122.32259,47.65441,160,secondary,0
300300,,-122.32259,47.65441,3003,tertiary,0
300301,,-122.3225,47.65441,3003,tertiary,0
16001,,-122.3225,47.65441,160,secondary,0
929200,,-122.31579,47.65365,9292,secondary,0
182600,,-122.31674,47.65366,1826,secondary,0
16200,,-122.31692,47.65367,162,secondary,0
174100,,-122.31834,47.65415,1741,secondary,0
929700,,-122.31879,47.65438,9297,secondary,0
15500,,-122.31884,47.6544,155,secondary,0
15600,,-122.31946,47.65453,156,secondary,0
315300,,-122.31951,47.65454,3153,secondary,0
315301,,-122.31953,47.65448,3153,secondary,0
15601,,-122.31948,47.65447,156,secondary,0
315302,,-122.31963,47.65456,3153,secondary,0
15700,,-122.31969,47.65457,157,secondary,0
15701,,-122.3197,47.6545,157,secondary,0
315303,,-122.31965,47.6545,3153,secondary,0
15702,,-122.31991,47.65457,157,secondary,0
930300,,-122.31993,47.65457,9303,secondary,0
930301,,-122.31992,47.6545,9303,secondary,0
15703,,-122.3199,47.6545,157,secondary,0
15602,,-122.31937,47.65446,156,secondary,0
16300,,-122.31894,47.65432,163,secondary,0
929300,,-122.3158,47.65357,9293,secondary,0
16500,,-122.31533,47.65356,165,secondary,0
12502,,-122.31449,47.65354,125,secondary,0
461400,,-122.31436,47.65354,4614,secondary,0
461401,,-122.31436,47.65364,4614,secondary,0
12503,,-122.31449,47.65364,125,secondary,0
461402,,-122.31419,47.65354,4614,secondary,0
162800,,-122.31405,47.65353,1628,secondary,0
162801,,-122.31403,47.65362,1628,secondary,0
461403,,-122.31419,47.65363,4614,secondary,0
400,,-122.30455,47.64951,4,primary,0
16600,,-122.30479,47.6493,166,secondary,0
16700,,-122.30496,47.64927,167,secondary,0
17000,,-122.31208,47.65537,170,tertiary,0
203100,,-122.31226,47.65536,2031,tertiary,0
203101,,-122.31225,47.6553,2031,tertiary,0
17001,,-122.31207,47.65531,170,tertiary,0
203102,,-122.31238,47.65536,2031,tertiary,0
119200,,-122.31262,47.65537,1192,tertiary,0
119201,,-122.31262,47.6553,1192,tertiary,0
203103,,-122.31238,47.6553,2031,tertiary,0
119202,,-122.31284,47.65537,1192,tertiary,0
348200,,-122.31307,47.65537,3482,tertiary,0
348201,,-122.31307,47.65531,3482,tertiary,0
119203,,-122.31284,47.65531,1192,tertiary,0
348202,,-122.31319,47.65537,3482,tertiary,0
81504,,-122.3133,47.65537,815,tertiary,0
81505,,-122.3133,47.65531,815,tertiary,0
348203,,-122.3132,47.65531,3482,tertiary,0
81506,,-122.31333,47.65537,815,tertiary,0
378800,,-122.3134,47.65537,3788,tertiary,0
378801,,-122.3134,47.65531,3788,tertiary,0
81507,,-122.31333,47.65531,815,tertiary,0
378802,,-122.31352,47.65537,3788,tertiary,0
109200,,-122.31377,47.65538,1092,tertiary,0
109201,,-122.31377,47.65531,1092,tertiary,0
378803,,-122.31352,47.65531,3788,tertiary,0
109202,,-122.31398,47.65538,1092,tertiary,0
493300,,-122.31418,47.65538,4933,tertiary,0
493301,,-122.31419,47.65532,4933,tertiary,0
109203,,-122.31398,47.65532,1092,tertiary,0
493302,,-122.31431,47.65538,4933,tertiary,0
16900,,-122.31442,47.65538,169,tertiary,0
16901,,-122.31442,47.65532,169,tertiary,0
493303,,-122.31431,47.65532,4933,tertiary,0
304400,,-122.31761,47.6534,3044,tertiary,0
77000,,-122.31762,47.65329,770,tertiary,0
77001,,-122.31752,47.65329,770,tertiary,0
304401,,-122.31751,47.65339,3044,tertiary,0
77002,,-122.31758,47.6532,770,tertiary,0
271700,,-122.31714,47.65286,2717,tertiary,0
271701,,-122.31707,47.65291,2717,tertiary,0
77003,,-122.31749,47.65322,770,tertiary,0
271702,,-122.31699,47.65276,2717,tertiary,0
99800,,-122.31669,47.65258,998,tertiary,0
99801,,-122.31664,47.65264,998,tertiary,0
271703,,-122.31692,47.6528,2717,tertiary,0
99802,,-122.31651,47.65251,998,tertiary,0
99700,,-122.31531,47.65207,997,tertiary,0
99701,,-122.31526,47.65212,997,tertiary,0
99803,,-122.31646,47.65257,998,tertiary,0
99702,,-122.31512,47.652,997,tertiary,0
586900,,-122.3149,47.65191,5869,tertiary,0
586901,,-122.31485,47.65197,5869,tertiary,0
99703,,-122.31507,47.65205,997,tertiary,0
586902,,-122.31479,47.65187,5869,tertiary,0
17202,,-122.31463,47.65182,172,tertiary,0
17203,,-122.31458,47.65187,172,tertiary,0
586903,,-122.31475,47.65193,5869,tertiary,0
17204,,-122.3146,47.65181,172,tertiary,0
461600,,-122.31449,47.65177,4616,tertiary,0
461601,,-122.31445,47.65182,4616,tertiary,0
17205,,-122.31456,47.65186,172,tertiary,0
461602,,-122.31438,47.65173,4616,tertiary,0
101000,,-122.31415,47.65164,1010,tertiary,0
101001,,-122.3141,47.65169,1010,tertiary,0
461603,,-122.31434,47.65178,4616,tertiary,0
101002,,-122.31396,47.65157,1010,tertiary,0
167500,,-122.31393,47.65156,1675,tertiary,0
167501,,-122.31384,47.65162,1675,tertiary,0
101003,,-122.314,47.65166,1010,tertiary,0
167502,,-122.31381,47.65155,1675,tertiary,0
17302,,-122.31372,47.65156,173,tertiary,0
17303,,-122.31373,47.65162,173,tertiary,0
167503,,-122.31382,47.65162,1675,tertiary,0
20100,,-122.30744,47.65517,201,service,0
20500,,-122.30726,47.65492,205,service,0
20501,,-122.30718,47.65495,205,service,0
20101,,-122.30736,47.6552,201,service,0
20502,,-122.30721,47.65485,205,service,0
411500,,-122.30717,47.65479,4115,service,0
411501,,-122.30709,47.65482,4115,service,0
20503,,-122.30713,47.65488,205,service,0
411502,,-122.30716,47.65477,4115,service,0
256000,,-122.30712,47.65472,2560,service,0
256001,,-122.30704,47.65475,2560,service,0
411503,,-122.30707,47.6548,4115,service,0
256002,,-122.30707,47.65465,2560,service,0
19200,,-122.30702,47.65458,192,service,0
19201,,-122.30694,47.6546,192,service,0
256003,,-122.30699,47.65468,2560,service,0
19202,,-122.30697,47.6545,192,service,0
413200,,-122.3069,47.6544,4132,service,0
413201,,-122.30682,47.65443,4132,service,0
19203,,-122.30689,47.65453,192,service,0
413202,,-122.30685,47.65433,4132,service,0
120400,,-122.30677,47.65422,1204,service,0
120401,,-122.30669,47.65424,1204,service,0
413203,,-122.30677,47.65436,4132,service,0
120402,,-122.30672,47.65414,1204,service,0
350000,,-122.30669,47.6541,3500,service,0
350001,,-122.30661,47.65413,3500,service,0
120403,,-122.30664,47.65417,1204,service,0
350002,,-122.30664,47.65403,3500,service,0
350200,,-122.30659,47.65396,3502,service,0
350201,,-122.30651,47.65399,3502,service,0
350003,,-122.30655,47.65406,3500,service,0
350202,,-122.30654,47.65389,3502,service,0
193900,,-122.30652,47.65386,1939,service,0
193901,,-122.30644,47.65389,1939,service,0
350203,,-122.30646,47.65392,3502,service,0
193902,,-122.3065,47.65384,1939,service,0
20000,,-122.30645,47.6538,200,service,0
20001,,-122.30639,47.65385,200,service,0
193903,,-122.30643,47.65388,1939,service,0
191200,,-122.30856,47.65217,1912,tertiary,0
360100,,-122.30856,47.65217,3601,service,0
383500,,-122.30861,47.6524,3835,service,0
200700,,-122.30887,47.65276,2007,service,0
191500,,-122.30903,47.653,1915,service,0
6402,,-122.30971,47.65975,64,tertiary,0
206300,,-122.30971,47.65971,2063,tertiary,0
206301,,-122.30962,47.65971,2063,tertiary,0
6403,,-122.30961,47.65975,64,tertiary,0
206302,,-122.30971,47.65963,2063,tertiary,0
104900,,-122.30971,47.65936,1049,tertiary,0
104901,,-122.30961,47.65937,1049,tertiary,0
206303,,-122.30962,47.65963,2063,tertiary,0
104902,,-122.30971,47.65922,1049,tertiary,0
899800,,-122.30971,47.65902,8998,tertiary,0
899801,,-122.30961,47.65902,8998,tertiary,0
104903,,-122.30961,47.65922,1049,tertiary,0
899802,,-122.30971,47.65888,8998,tertiary,0
22100,,-122.30971,47.65863,221,tertiary,0
22101,,-122.30962,47.65863,221,tertiary,0
899803,,-122.30962,47.65888,8998,tertiary,0
22102,,-122.30972,47.65848,221,tertiary,0
21400,,-122.30972,47.65817,214,tertiary,0
21401,,-122.30962,47.65817,214,tertiary,0
22103,,-122.30962,47.65848,221,tertiary,0
21402,,-122.30972,47.65803,214,tertiary,0
8600,,-122.30974,47.65752,86,tertiary,0
8601,,-122.30965,47.65752,86,tertiary,0
21403,,-122.30963,47.65803,214,tertiary,0
8602,,-122.30974,47.65744,86,tertiary,0
280500,,-122.30976,47.65739,2805,tertiary,0
280501,,-122.30966,47.65738,2805,tertiary,0
8603,,-122.30965,47.65743,86,tertiary,0
393500,,-122.30507,47.65805,3935,tertiary,0
572700,,-122.30508,47.65803,5727,service,0
572701,,-122.30499,47.65801,5727,service,0
393501,,-122.30498,47.65803,3935,tertiary,0
572702,,-122.30509,47.65801,5727,service,0
393100,,-122.30512,47.65794,3931,service,0
393101,,-122.30503,47.65793,3931,service,0
572703,,-122.305,47.65799,5727,service,0
393102,,-122.30515,47.65787,3931,service,0
392300,,-122.30518,47.65777,3923,service,0
392301,,-122.30509,47.65776,3923,service,0
393103,,-122.30506,47.65785,3931,service,0
392302,,-122.30524,47.65764,3923,service,0
391500,,-122.30528,47.65753,3915,service,0
391501,,-122.3052,47.65749,3915,service,0
392303,,-122.30515,47.65762,3923,service,0
391502,,-122.30539,47.65741,3915,service,0
84900,,-122.30554,47.6573,849,service,0
84901,,-122.30547,47.65726,849,service,0
391503,,-122.30532,47.65737,3915,service,0
84902,,-122.30568,47.6572,849,service,0
402000,,-122.30575,47.65716,4020,service,0
402001,,-122.30568,47.65711,4020,service,0
84903,,-122.30562,47.65715,849,service,0
402002,,-122.3059,47.65706,4020,service,0
401100,,-122.30607,47.65695,4011,service,0
401101,,-122.30601,47.65691,4011,service,0
402003,,-122.30584,47.65702,4020,service,0
401102,,-122.30623,47.65685,4011,service,0
65500,,-122.30635,47.65677,655,service,0
65501,,-122.30629,47.65673,655,service,0
401103,,-122.30616,47.65681,4011,service,0
65502,,-122.30651,47.65668,655,service,0
400100,,-122.30652,47.65667,4001,service,0
400101,,-122.30645,47.65662,4001,service,0
65503,,-122.30645,47.65663,655,service,0
400102,,-122.3066,47.65661,4001,service,0
407000,,-122.30671,47.65655,4070,service,0
407001,,-122.30664,47.6565,4070,service,0
400103,,-122.30654,47.65657,4001,service,0
407002,,-122.3068,47.65649,4070,service,0
406700,,-122.30697,47.65638,4067,service,0
406701,,-122.3069,47.65633,4067,service,0
407003,,-122.30673,47.65645,4070,service,0
406702,,-122.30712,47.65628,4067,service,0
406100,,-122.30719,47.65624,4061,service,0
406101,,-122.30712,47.6562,4061,service,0
406703,,-122.30706,47.65623,4067,service,0
406102,,-122.30727,47.65618,4061,service,0
405700,,-122.30732,47.65607,4057,service,0
405701,,-122.30723,47.65606,4057,service,0
406103,,-122.30721,47.65614,4061,service,0
405702,,-122.30732,47.65605,4057,service,0
568900,,-122.30734,47.65598,5689,service,0
568901,,-122.30725,47.65597,5689,service,0
405703,,-122.30723,47.65604,4057,service,0
25200,,-122.3079,47.65774,252,footway,0
171200,,-122.30765,47.65793,1712,service,0
171201,,-122.30772,47.65797,1712,service,0
25201,,-122.30797,47.65778,252,footway,0
171202,,-122.3075,47.65803,1712,service,0
925100,,-122.30725,47.65821,9251,service,0
925101,,-122.30732,47.65826,9251,service,0
171203,,-122.30757,47.65807,1712,service,0
925102,,-122.30717,47.65827,9251,service,0
25400,,-122.30708,47.65834,254,service,0
25401,,-122.30715,47.65838,254,service,0
925103,,-122.30724,47.65832,9251,service,0
25402,,-122.307,47.6584,254,service,0
396000,,-122.30647,47.65878,3960,service,0
396001,,-122.30654,47.65882,3960,service,0
25403,,-122.30706,47.65844,254,service,0
396002,,-122.30639,47.65883,3960,service,0
733700,,-122.3063,47.65889,7337,service,0
733701,,-122.30637,47.65894,7337,service,0
396003,,-122.30645,47.65888,3960,service,0
733702,,-122.30629,47.65891,7337,service,0
733703,,-122.30635,47.65895,7337,service,0
22602,,-122.30271,47.65816,226,tertiary,0
556000,,-122.30279,47.6582,5560,service,0
556001,,-122.30284,47.65815,5560,service,0
22603,,-122.30276,47.65811,226,tertiary,0
556002,,-122.30281,47.65821,5560,service,0
163600,,-122.30286,47.65823,1636,service,0
163601,,-122.30291,47.65818,1636,service,0
556003,,-122.30286,47.65816,5560,service,0
163602,,-122.30293,47.65829,1636,service,0
25500,,-122.30297,47.65834,255,service,0
25501,,-122.30305,47.65831,255,service,0
163603,,-122.303,47.65825,1636,service,0
25502,,-122.30306,47.65846,255,service,0
66800,,-122.30313,47.65864,668,service,0
66801,,-122.30322,47.65863,668,service,0
25503,,-122.30314,47.65844,255,service,0
66802,,-122.30324,47.65877,668,service,0
712200,,-122.30328,47.65879,7122,service,0
712201,,-122.30331,47.65873,7122,service,0
66803,,-122.3033,47.65872,668,service,0
712202,,-122.30347,47.65885,7122,service,0
66900,,-122.30375,47.65887,669,service,0
66901,,-122.30375,47.6588,669,service,0
712203,,-122.3035,47.65879,7122,service,0
19100,,-122.30814,47.65204,191,tertiary,0
360300,,-122.30814,47.65201,3603,service,0
360301,,-122.30805,47.65201,3603,service,0
19101,,-122.30804,47.65203,191,tertiary,0
360302,,-122.30814,47.65199,3603,service,0
442500,,-122.30816,47.65188,4425,service,0
